name,number,N,class_,class_sf,class_A,class_B,class_C,class_D,class_E,class_K,class_L,class_M,class_O,class_P,class_Q,class_R,class_S,class_V,class_X,class_Z,e,h,k
Gyptis,444,1,C,C,0.0,0.04912,0.871907,0.0,0.0,0.0,0.0,1.4E-5,0.0,0.069821,0.0,0.0,0.009137,0.0,0.0,0.0,,0,
Edna,445,1,Ch,Ch,0.0,2.63E-4,0.040579,0.0,0.0,0.0,0.0,3.0E-6,0.0,0.959113,0.0,0.0,4.2E-5,0.0,0.0,0.0,,1,
Aeternitas,446,4,A,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Valentine,447,1,P,P,0.0,1.49E-4,0.201717,7.5E-5,0.0,0.001415,0.0,8.01E-4,0.0,0.79562,0.0,0.0,2.23E-4,0.0,0.0,0.0,,0,
Hamburga,449,1,Ch,Ch,0.0,0.006958,0.903989,0.0,0.0,0.0,0.0,9.0E-6,0.0,0.081315,0.0,0.0,0.007728,0.0,0.0,0.0,,1,
Patientia,451,1,C,C,0.0,0.002536,0.918484,0.0,0.0,0.0,0.0,1.31E-4,0.0,0.055982,0.0,0.0,0.022867,0.0,0.0,0.0,,0,
Tea,453,1,S,S,2.7E-5,0.0,0.0,0.0,0.0,2.21E-4,0.0,2.0E-6,0.0,0.0,2.7E-5,0.0,0.999723,0.0,0.0,0.0,,,
Bruchsalia,455,2,C,C,0.0,0.00745,0.697466,3.0E-6,0.0,2.1E-5,0.0,0.025497,0.0,0.269398,0.0,0.0,1.65E-4,0.0,0.0,0.0,,0,
Abnoba,456,2,S,S,4.0E-6,0.0,0.0,0.0,0.0,0.018792,0.0,8.56E-4,0.0,1.0E-6,5.0E-6,0.0,0.980341,0.0,0.0,0.0,,,
Alleghenia,457,1,M,M,0.0,7.1E-5,8.93E-4,0.0,0.0,0.036536,9.0E-6,0.858006,0.0,0.015468,0.0,0.0,0.089017,0.0,0.0,0.0,,,
Hercynia,458,2,L,L,0.0,0.0,8.0E-6,0.0,0.0,0.0,0.514827,0.413352,0.0,5.3E-5,0.0,0.0,0.071759,0.0,0.0,0.0,0,,0
Signe,459,1,S,S,0.002803,0.0,1.0E-6,2.0E-6,0.0,0.002112,1.4E-5,0.035368,0.0,1.21E-4,0.0,0.0,0.95941,1.69E-4,0.0,0.0,,,
Scania,460,1,L,L,0.0,0.0,7.0E-5,0.0,0.0,0.0,0.973999,0.004655,0.0,1.3E-5,1.4E-4,0.0,0.021122,0.0,0.0,0.0,,,
Saskia,461,2,Ch,Ch,0.0,1.63E-4,4.28E-4,5.0E-6,0.0,4.0E-6,0.0,0.013712,0.0,0.985673,0.0,0.0,1.4E-5,0.0,0.0,0.0,0,1,
Eriphyla,462,1,S,S,1.0E-5,0.0,1.0E-5,0.0,0.0,0.001168,0.0,1.64E-4,0.0,0.0,2.5E-5,6.2E-5,0.998559,1.0E-6,0.0,0.0,,,
Megaira,464,1,P,P,2.6E-5,1.0E-4,0.005019,1.01E-4,0.0,0.0,0.0,9.6E-5,0.0,0.994094,2.0E-6,0.0,5.59E-4,0.0,0.0,0.0,0,0,
Alekto,465,1,P,P,0.0,1.0E-6,0.006541,0.46963,0.0,1.95E-4,2.0E-6,5.4E-5,0.0,0.52256,0.0,0.0,0.001012,4.0E-6,0.0,0.0,,0,
Laura,467,1,D,D,0.0,0.0,1.5E-5,0.640496,0.0,0.197222,2.3E-4,0.145679,0.0,0.015289,0.0,0.0,0.001068,0.0,0.0,0.0,,,
Lina,468,2,P,P,5.45E-4,4.22E-4,0.341842,0.015477,0.0,2.77E-4,0.0,0.002391,0.0,0.601352,5.77E-4,0.0,0.037114,2.0E-6,0.0,0.0,,0,
Argentina,469,1,Z,Z,3.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77E-4,0.0,0.0,0.02294,0.0,0.0,0.976881,,,
Kilia,470,2,S,S,2.0E-6,0.0,2.0E-6,0.0,0.0,4.0E-6,0.002168,1.83E-4,0.0,0.0,4.0E-6,0.0,0.997636,0.0,0.0,0.0,,,
Papagena,471,3,S,S,0.0,0.0,5.0E-6,0.0,0.0,0.008458,0.0,0.001755,0.0,0.0,0.001318,2.43E-4,0.988222,0.0,0.0,0.0,,,
Roma,472,1,S,S,0.0,0.0,3.0E-6,0.0,0.0,0.0,7.6E-5,0.0,0.0,0.0,0.0,0.0,0.99992,0.0,0.0,0.0,,,
Hedwig,476,2,C,C,0.0,0.003178,0.556462,2.6E-5,0.0,9.1E-5,0.0,0.001786,0.0,0.43841,1.0E-6,0.0,4.6E-5,0.0,0.0,0.0,,0,
Italia,477,2,S,S,2.6E-5,0.0,1.8E-5,0.0,0.0,9.7E-5,2.25E-4,2.51E-4,0.0,0.0,5.2E-5,0.0,0.99914,1.92E-4,0.0,0.0,,,
Tergeste,478,1,L,L,0.0,2.7E-5,0.004725,0.0,0.0,0.0,0.949185,0.019853,0.0,1.29E-4,2.87E-4,0.0,0.025781,1.3E-5,0.0,0.0,,,
Caprera,479,2,C,C,0.0,9.53E-4,0.577008,1.2E-5,0.0,0.0,0.0,2.13E-4,0.0,0.393527,3.0E-6,0.0,0.028285,0.0,0.0,0.0,0,0,
Hansa,480,2,S,S,0.0,0.0,8.3E-5,0.0,0.0,0.0,3.0E-6,3.0E-6,0.0,0.0,4.08E-4,0.0,0.999453,4.9E-5,0.0,0.0,,,
Emita,481,3,Ch,Ch,0.0,0.005887,0.938297,0.0,0.0,2.0E-6,0.0,3.55E-4,0.0,0.032883,0.0,0.0,0.022576,0.0,0.0,0.0,,1,
Petrina,482,1,S,S,0.0,0.0,0.0,0.0,0.0,0.0,4.0E-6,0.0,0.0,0.0,0.0,0.0,0.999967,2.8E-5,0.0,0.0,,,
Pittsburghia,484,1,S,S,0.0,0.0,3.51E-4,0.0,0.0,1.4E-5,1.0E-6,8.5E-5,0.0,0.0,0.010252,0.0,0.989192,1.05E-4,0.0,0.0,,,
Genua,485,3,S,S,0.0,0.0,3.3E-5,0.0,0.0,6.0E-6,0.0,0.0,0.0,0.0,0.012883,0.002263,0.984095,7.19E-4,0.0,0.0,,,
Venetia,487,1,S,S,3.2E-5,0.0,1.5E-5,0.0,0.0,0.00103,1.4E-5,0.005756,0.0,9.0E-6,2.0E-6,0.0,0.9931,4.2E-5,0.0,0.0,,,
Kreusa,488,1,C,C,0.0,0.005816,0.93234,0.0,0.0,0.0,0.0,5.0E-6,0.0,0.047369,0.0,0.0,0.01447,0.0,0.0,0.0,,,
Comacina,489,2,C,C,0.0,0.002451,0.551416,0.0,0.0,5.21E-4,0.0,2.3E-5,0.0,0.445519,1.0E-6,0.0,6.8E-5,0.0,0.0,0.0,,0,
Veritas,490,1,Ch,Ch,0.0,1.7E-5,0.992645,0.0,0.0,7.0E-6,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.007331,0.0,0.0,0.0,,1,
Carina,491,2,Ch,Ch,0.0,0.007049,0.582001,5.5E-5,0.0,5.53E-4,0.0,0.003496,0.0,0.406698,1.0E-6,0.0,1.47E-4,0.0,0.0,0.0,,1,
Gismonda,492,1,C,C,0.0,0.021004,0.978779,0.0,0.0,0.0,0.0,4.0E-6,0.0,2.13E-4,0.0,0.0,0.0,0.0,0.0,0.0,,0,
Griseldis,493,1,Ch,Ch,0.0,4.5E-5,0.878188,0.0,0.0,0.007364,7.0E-6,0.114386,0.0,0.0,2.0E-6,0.0,8.0E-6,0.0,0.0,0.0,,1,
Virtus,494,2,Ch,Ch,0.0,0.001825,0.981028,0.0,0.0,0.007092,2.0E-6,4.2E-5,0.0,0.004356,0.0,0.0,0.005656,0.0,0.0,0.0,,1,
Eulalia,495,2,Ch,Ch,0.017788,0.289781,0.457779,0.0,0.0,1.0E-6,0.0,1.02E-4,0.0,0.00644,1.0E-6,0.0,0.202786,0.0,0.0,0.025321,,1,
Gryphia,496,1,S,S,0.0,0.0,2.67E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31E-4,0.0,0.988901,0.0106,0.0,0.0,,,
Iva,497,5,Mk,M,2.0E-6,6.0E-6,0.050874,0.09731,0.0,0.038236,7.0E-6,0.60142,0.0,0.073356,0.0,0.0,0.010166,0.0,0.128582,4.1E-5,,,1
Tokio,498,1,L,L,0.0,0.003164,1.61E-4,0.0,0.0,0.031528,0.961888,6.0E-6,0.0,3.0E-6,0.0,0.0,0.00325,0.0,0.0,0.0,0,0,
Venusia,499,1,P,P,0.0,5.29E-4,0.0,0.0,0.0,0.0,0.0,8.1E-4,0.0,0.998661,0.0,0.0,0.0,0.0,0.0,0.0,,,
Selinur,500,1,S,S,0.0,0.0,1.28E-4,0.0,0.0,0.004014,0.0,1.91E-4,0.0,0.0,0.001908,2.0E-6,0.993756,0.0,0.0,0.0,,,
Urhixidur,501,1,Ch,Ch,0.0,9.7E-5,0.038909,0.0,0.0,0.00135,0.0,1.6E-4,0.0,0.959428,0.0,0.0,5.5E-5,0.0,0.0,0.0,,1,
Sigune,502,2,S,S,1.9E-5,0.0,1.0E-6,0.0,0.0,1.4E-5,0.0,6.5E-5,0.0,0.0,2.0E-6,0.0,0.999871,2.9E-5,0.0,0.0,,,
Evelyn,503,1,Ch,Ch,0.0,0.01585,0.984016,0.0,0.0,6.6E-5,0.0,1.0E-6,0.0,6.6E-5,0.0,0.0,1.0E-6,0.0,0.0,0.0,,1,
Cora,504,3,Mk,M,1.46E-4,1.7E-4,0.328943,8.0E-5,0.012332,0.045676,8.52E-4,0.399634,0.0,2.69E-4,0.0,0.0,0.211883,1.4E-5,0.0,0.0,,0,1
Cava,505,1,P,P,0.0,2.99E-4,1.98E-4,2.42E-4,0.0,0.0,0.0,3.66E-4,0.0,0.998877,0.0,0.0,1.7E-5,0.0,0.0,0.0,,,
Marion,506,1,Ch,Ch,0.0,0.002777,0.525969,0.0,0.0,1.29E-4,0.0,2.68E-4,0.0,0.443867,0.0,0.0,0.02699,0.0,0.0,0.0,,1,
Laodica,507,1,M,M,1.0E-6,5.0E-6,2.0E-6,1.0E-6,0.0,0.001407,0.0,0.987331,0.0,0.005221,0.0,0.0,0.006032,0.0,0.0,0.0,0,,
Princetonia,508,1,Ch,Ch,0.0,1.52E-4,4.89E-4,1.0E-5,0.0,0.0,0.0,3.27E-4,0.0,0.999003,0.0,0.0,1.9E-5,0.0,0.0,0.0,,1,
Iolanda,509,2,S,S,0.0,0.0,2.93E-4,0.0,3.0E-6,9.2E-5,1.55E-4,0.003549,0.0,3.0E-6,0.018742,1.0E-6,0.977119,4.3E-5,0.0,0.0,,,
Mabella,510,1,P,P,0.0,1.0E-6,0.016668,0.002899,0.0,0.019167,0.001562,0.272725,0.0,0.668103,0.0,0.0,0.018852,2.3E-5,0.0,0.0,,0,
Davida,511,4,P,P,0.0,0.001692,0.294124,3.2E-5,0.0,9.84E-4,0.0,0.057758,0.0,0.629448,0.0,0.0,0.015962,0.0,0.0,0.0,0,0,
Taurinensis,512,3,S,S,2.9E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002967,3.6E-5,0.996951,1.7E-5,0.0,0.0,,,
Centesima,513,1,S,S,0.0,0.001521,0.001585,0.0,0.0,0.26885,0.016092,0.038713,0.0,0.001322,9.7E-5,0.0,0.67182,0.0,0.0,0.0,,,
Armida,514,1,P,P,0.0,9.2E-5,0.001159,1.0E-5,0.0,0.0,0.0,1.26E-4,0.0,0.998599,0.0,0.0,1.5E-5,0.0,0.0,0.0,,0,
Athalia,515,1,P,P,0.0,3.36E-4,1.5E-4,1.0E-6,0.0,0.0,0.0,0.001064,0.0,0.99833,0.0,0.0,1.18E-4,0.0,0.0,0.0,0,0,
Amherstia,516,3,S,S,0.0,0.0,0.002792,0.0,1.9E-5,0.086921,0.10465,0.383761,0.0,6.7E-4,0.001026,0.0,0.420161,0.0,0.0,0.0,0,,1
Edith,517,1,P,P,0.0,0.017853,0.003548,0.0,0.0,0.0,0.0,0.0,0.0,0.978599,0.0,0.0,0.0,0.0,0.0,0.0,,0,
Halawe,518,1,S,S,4.0E-6,0.0,8.9E-5,0.0,0.0,0.0,0.0,0.0,1.0E-6,0.0,1.71E-4,4.2E-5,0.999105,5.89E-4,0.0,0.0,,,
Sylvania,519,2,S,S,1.73E-4,0.0,1.3E-5,0.0,0.0,0.041084,0.0,0.003082,0.0,1.8E-5,6.0E-6,0.0,0.955613,1.1E-5,0.0,0.0,,,
Brixia,521,2,Ch,Ch,0.0,1.3E-5,0.413177,1.1E-5,0.0,1.0E-6,0.0,2.3E-5,0.0,0.58032,0.0,0.0,0.006455,0.0,0.0,0.0,,1,
Helga,522,1,C,C,0.0,0.002844,0.85921,0.0,0.0,0.066113,0.0,0.049529,0.0,0.003913,2.0E-6,0.0,0.018389,0.0,0.0,0.0,,0,
Ada,523,1,M,M,0.0,0.001177,0.001309,0.0,0.0,0.246941,0.0,0.435717,0.0,2.82E-4,3.0E-6,0.0,0.31457,0.0,0.0,0.0,0,,
Fidelio,524,1,Ch,Ch,0.0,4.0E-6,0.947027,0.0,0.0,0.005243,0.0,0.047721,0.0,0.0,1.0E-6,0.0,4.0E-6,0.0,0.0,0.0,,1,
Adelaide,525,1,S,S,0.0,0.0,9.5E-5,0.0,0.0,1.0E-6,3.0E-6,1.9E-5,0.0,0.0,5.14E-4,0.0,0.999189,1.8E-4,0.0,0.0,,,
Jena,526,2,B,B,0.0,0.536009,0.463726,0.0,0.0,1.72E-4,4.0E-6,3.3E-5,0.0,5.3E-5,3.0E-6,0.0,0.0,0.0,0.0,0.0,,0,
Euryanthe,527,2,C,C,0.429446,0.014286,0.520927,0.0,0.0,1.2E-5,1.0E-6,1.9E-5,0.0,7.0E-6,6.0E-6,0.0,0.033541,0.0,0.0,0.001754,,0,
Rezia,528,1,A,A,0.992456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.0,0.007162,0.0,0.0,3.82E-4,,,
Preziosa,529,1,S,S,0.0,0.0,0.0,0.0,0.0,1.94E-4,0.0,3.02E-4,0.0,1.1E-5,0.0,0.0,0.999493,0.0,0.0,0.0,,,
Turandot,530,1,P,P,1.0E-6,3.26E-4,3.14E-4,3.0E-6,0.0,0.0,0.0,3.36E-4,0.0,0.998933,0.0,0.0,8.7E-5,0.0,0.0,0.0,,0,
Zerlina,531,1,B,B,0.0,0.653627,0.345528,0.0,0.0,6.47E-4,2.0E-5,1.74E-4,0.0,1.0E-6,4.0E-6,0.0,1.0E-6,0.0,0.0,0.0,,0,
Herculina,532,2,S,S,0.0,0.0,8.0E-6,0.0,0.0,1.12E-4,0.0,6.2E-5,0.0,0.0,1.0E-5,4.0E-6,0.999802,0.0,0.0,0.0,,,
Sara,533,1,S,S,0.0,0.0,6.3E-5,0.0,0.0,5.0E-6,1.0E-6,6.3E-5,0.0,0.0,4.7E-4,0.0,0.999368,3.0E-5,0.0,0.0,,,
Nassovia,534,1,S,S,0.0,0.0,7.1E-5,0.0,0.0,6.0E-6,0.0,0.0,0.0,0.0,4.79E-4,0.0,0.999444,0.0,0.0,0.0,,,
Merapi,536,1,P,P,0.0,1.93E-4,0.011066,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.988664,0.0,0.0,7.7E-5,0.0,0.0,0.0,,0,
Pauly,537,1,S,S,3.8E-5,0.0,4.0E-6,0.0,1.0E-6,2.3E-4,0.0,1.47E-4,0.0,0.0,3.6E-5,2.0E-6,0.99954,2.0E-6,0.0,0.0,,,
Friederike,538,1,P,P,0.0,3.0E-6,1.0E-6,5.9E-5,0.0,0.0,0.0,0.002311,0.0,0.997623,0.0,0.0,3.0E-6,0.0,0.0,0.0,,,
Pamina,539,2,Ch,Ch,0.0,0.003842,0.608878,0.0,0.0,0.054214,2.2E-5,0.332903,0.0,5.0E-6,2.4E-5,0.0,1.11E-4,0.0,0.0,0.0,,1,
Deborah,541,2,A,A,0.425295,0.070721,0.418268,1.0E-6,0.0,6.0E-6,2.0E-6,1.2E-5,0.0,0.050052,2.0E-6,0.0,0.03554,1.0E-6,0.0,9.8E-5,,0,
Charlotte,543,1,M,M,0.0,3.0E-6,0.001128,0.0,0.0,5.93E-4,0.0,0.671976,0.0,0.034073,2.0E-6,0.0,0.292224,0.0,0.0,0.0,0,,
Jetta,544,1,S,S,0.0,0.0,3.3E-5,0.0,0.0,5.2E-5,7.05E-4,8.74E-4,0.0,0.0,2.4E-4,0.0,0.998088,8.0E-6,0.0,0.0,,,
Messalina,545,2,P,P,0.0,0.002095,0.460329,1.0E-6,0.0,0.0,0.0,6.15E-4,0.0,0.530532,0.0,0.0,0.006428,0.0,0.0,0.0,0,0,
Praxedis,547,2,P,P,0.0,1.0E-6,1.31E-4,3.2E-5,0.0,0.001165,0.0,0.1133,0.0,0.874303,0.0,0.0,0.011068,0.0,0.0,0.0,0,0,
Ortrud,551,1,C,C,0.0,0.003878,0.995981,0.0,0.0,1.16E-4,0.0,3.0E-6,0.0,2.2E-5,1.0E-6,0.0,0.0,0.0,0.0,0.0,,0,
Kundry,553,1,S,S,2.0E-6,0.0,1.71E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004189,0.126984,0.858736,0.009918,0.0,0.0,,,
Peraga,554,1,Ch,Ch,0.0,6.06E-4,3.9E-4,6.0E-6,0.0,0.0,0.0,2.9E-5,0.0,0.998952,0.0,0.0,1.8E-5,0.0,0.0,0.0,0,1,
Norma,555,2,P,P,0.0,8.1E-5,0.392415,0.024011,0.0,0.005699,7.6E-5,0.155268,0.0,0.401799,0.015717,0.0,0.004934,1.0E-6,0.0,0.0,,0,
Phyllis,556,1,S,S,6.29E-4,0.0,1.4E-5,0.0,0.0,3.77E-4,0.0,0.002413,0.0,5.0E-6,7.0E-6,0.0,0.996545,1.1E-5,0.0,0.0,,,
Violetta,557,1,C,C,0.0,0.108198,0.891605,0.0,0.0,0.0,0.0,1.0E-6,0.0,1.96E-4,0.0,0.0,0.0,0.0,0.0,0.0,,,
Carmen,558,2,Mk,M,0.0,0.0,0.0,7.24E-4,0.0,0.0,0.0,0.945238,0.0,0.052815,0.0,0.0,0.001223,0.0,0.0,0.0,0,,1
Nanon,559,2,M,M,0.0,8.25E-4,0.055655,1.0E-6,0.0,0.03298,2.0E-6,0.508763,0.0,0.397804,0.0,0.0,0.003971,0.0,0.0,0.0,0,0,0
Delila,560,1,C,C,0.0,0.004919,0.957749,0.0,0.0,0.0,0.0,1.06E-4,0.0,0.024218,0.0,0.0,0.013007,0.0,0.0,0.0,,0,
Ingwelde,561,1,C,C,0.0,0.004047,0.922516,0.0,0.0,0.0,0.0,2.3E-4,0.0,0.050201,0.0,0.0,0.023005,0.0,0.0,0.0,,0,
Suleika,563,2,S,S,2.7E-5,0.0,0.0,0.0,0.0,1.6E-5,0.037513,9.0E-5,0.0,0.0,0.0,0.0,0.962353,0.0,0.0,0.0,,,
Dudu,564,1,C,C,0.0,5.93E-4,0.683183,0.0,0.0,8.0E-6,0.0,1.5E-5,0.0,0.265834,0.0,0.0,0.050368,0.0,0.0,0.0,,0,
Marbachia,565,1,M,M,3.8E-5,0.0,0.0,0.307339,0.0,4.0E-6,0.0,0.376472,0.0,0.257291,0.0,0.0,0.058842,1.4E-5,0.0,0.0,,,
Stereoskopia,566,1,P,P,0.0,4.17E-4,1.0E-6,1.0E-5,0.0,0.0,0.0,0.011036,0.0,0.988534,0.0,0.0,2.0E-6,0.0,0.0,0.0,,,
Eleutheria,567,1,P,P,1.0E-6,0.0,0.0,0.092375,0.0,0.0,0.0,6.78E-4,0.0,0.835723,0.0,0.0,0.066657,1.0E-6,0.0,0.004565,,0,
Cheruskia,568,1,P,P,0.0,0.001165,0.215257,1.0E-6,0.0,0.0,0.0,1.4E-5,0.0,0.782728,0.0,0.0,8.35E-4,0.0,0.0,0.0,,0,
Misa,569,2,Ch,Ch,0.0,2.39E-4,0.023423,0.0,0.0,3.0E-6,0.0,6.0E-6,0.0,0.97616,0.0,0.0,1.69E-4,0.0,0.0,0.0,0,1,
Kythera,570,1,D,D,0.0,0.0,0.0,0.989955,0.0,0.0,0.0,2.55E-4,0.0,0.007313,0.0,0.0,0.002477,0.0,0.0,0.0,,,
Dulcinea,571,1,S,S,0.0,0.0,8.4E-5,0.0,0.0,1.0E-6,1.0E-6,4.0E-6,0.0,0.0,2.82E-4,0.0,0.999541,8.6E-5,0.0,0.0,,,
Rebekka,572,2,K,K,0.0,0.012129,0.29078,0.0,0.0,0.651381,0.011988,0.024025,0.0,0.002899,5.9E-5,0.0,0.006737,0.0,0.0,0.0,,0,
Recha,573,1,M,M,1.6E-5,0.0,1.0E-6,3.0E-6,0.0,0.007502,0.004881,0.961636,0.0,0.005268,0.0,0.0,0.020692,0.0,0.0,0.0,,,
Emanuela,576,1,Ch,Ch,0.0,0.006546,0.935793,0.0,0.0,9.2E-5,0.0,6.2E-5,0.0,0.025478,1.0E-6,0.0,0.032028,0.0,0.0,0.0,,1,
Happelia,578,1,C,C,0.0,9.24E-4,0.438638,0.0,0.0,3.27E-4,0.0,0.001005,0.0,0.411144,0.0,0.0,0.147961,0.0,0.0,0.0,,0,
Sidonia,579,2,K,K,3.0E-6,1.0E-6,2.4E-5,0.0,0.0,0.403747,0.011343,0.219096,0.0,9.89E-4,0.0,0.0,0.364796,0.0,0.0,0.0,,,
Tauntonia,581,2,C,C,0.0,0.001434,0.55178,1.38E-4,0.0,1.76E-4,0.0,2.53E-4,0.0,0.402854,1.0E-6,0.0,0.043365,2.0E-6,0.0,0.0,1,0,
Olympia,582,1,S,S,5.2E-4,0.0,0.0,0.0,0.0,2.5E-5,1.0E-6,3.25E-4,0.0,0.0,0.0,0.0,0.999114,1.4E-5,0.0,0.0,,,
Klotilde,583,1,Ch,Ch,0.0,0.00423,0.916379,0.0,0.0,0.0,0.0,6.4E-5,0.0,0.066905,0.0,0.0,0.012423,0.0,0.0,0.0,,1,
Semiramis,584,1,S,S,2.2E-5,0.0,0.0,0.0,0.0,6.0E-6,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.99997,0.0,0.0,0.0,,,
Bilkis,585,1,Ch,Ch,0.0,0.00997,0.781601,0.0,0.0,0.0,0.0,3.0E-6,0.0,0.193181,0.0,0.0,0.015245,0.0,0.0,0.0,,1,
Thekla,586,1,Ch,Ch,0.0,1.0E-5,0.999987,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,
Achilles,588,1,D,D,0.0,0.0,0.0,0.987273,0.0,0.0,0.0,5.3E-5,0.0,0.00893,0.0,0.0,9.13E-4,0.0,0.0,0.002831,,,
Croatia,589,1,C,C,0.0,0.002452,0.984912,0.0,0.0,0.011456,5.0E-6,0.001156,0.0,4.0E-6,1.3E-5,0.0,3.0E-6,0.0,0.0,0.0,,0,
Bathseba,592,1,S,S,0.127384,0.0,2.0E-6,0.0,0.0,2.0E-6,0.0,0.037413,0.0,2.35E-4,1.0E-6,0.0,0.834661,2.79E-4,0.0,2.4E-5,,,
Polyxena,595,1,D,D,0.002525,0.0,0.0,0.412982,0.0,9.4E-5,0.0,0.353924,0.0,0.034395,0.0,0.0,0.196069,3.0E-6,0.0,8.0E-6,,,
Scheila,596,2,P,P,0.0,0.0,0.0,0.002565,0.0,0.0,0.0,1.6E-5,0.0,0.996178,0.0,0.0,0.001238,0.0,0.0,2.0E-6,0,0,
Bandusia,597,1,S,S,0.0,0.0,2.0E-6,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,8.45E-4,0.005467,0.993685,0.0,0.0,0.0,,,
Octavia,598,2,P,P,0.0,1.4E-5,0.001364,0.448127,0.0,0.0,0.0,6.8E-5,0.0,0.545668,0.0,0.0,3.96E-4,0.0,0.0,0.004363,0,0,
Luisa,599,3,L,L,0.0,1.0E-6,6.0E-6,0.0,0.0,9.97E-4,0.646317,0.288898,0.0,0.031212,0.0,0.0,0.032569,0.0,0.0,0.0,0,,0
Musa,600,2,S,S,0.0,0.0,2.3E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001048,0.0,0.998703,1.8E-5,0.0,0.0,,,
Nerthus,601,2,C,C,0.0,0.001965,0.610821,0.0,0.0,0.0,0.0,9.5E-5,0.0,0.361231,1.0E-6,0.0,0.025887,0.0,0.0,0.0,,0,
Marianna,602,2,Ch,Ch,0.0,0.003756,0.561227,0.0,0.0,0.0,0.0,9.8E-5,0.0,0.427079,0.0,0.0,0.007841,0.0,0.0,0.0,,1,
Tekmessa,604,1,P,P,0.0,0.0,0.007962,0.0,0.0,0.0,0.0,0.117568,0.0,0.801015,2.3E-5,0.0,0.073428,3.0E-6,0.0,0.0,0,0,
Brangane,606,1,M,M,0.0,0.0,0.001014,0.0,0.0,0.006392,0.001285,0.769174,0.0,0.214589,0.0,0.0,0.007545,0.0,0.0,0.0,0,,0
Jenny,607,1,Ch,Ch,0.0,2.59E-4,0.057217,1.0E-6,0.0,1.5E-5,0.0,1.27E-4,0.0,0.942317,0.0,0.0,6.4E-5,0.0,0.0,0.0,,1,
Valeria,611,1,M,M,0.0,0.0,0.0,2.0E-6,0.0,0.005083,4.0E-6,0.859359,0.0,0.135338,0.0,0.0,2.14E-4,0.0,0.0,0.0,0,,0
Veronika,612,1,S,S,1.7E-5,0.0,2.1E-5,3.56E-4,0.0,9.0E-6,0.0,2.61E-4,0.0,0.001288,0.0,0.0,0.997369,6.79E-4,0.0,0.0,,,
Pia,614,1,C,C,0.0,4.57E-4,0.628381,0.0,0.0,0.0,0.0,0.029802,0.0,0.124648,6.0E-6,0.0,0.216704,0.0,0.0,0.0,,0,
Elly,616,1,S,S,9.32E-4,0.0,1.0E-6,0.0,0.0,9.1E-5,1.7E-5,0.003458,0.0,6.0E-6,0.0,0.0,0.995213,2.82E-4,0.0,0.0,,,
Patroclus,617,1,P,P,0.0,0.0,0.0,0.099201,0.0,5.0E-6,0.0,0.130198,0.0,0.768725,0.0,0.0,0.001871,0.0,0.0,0.0,,,
Elfriede,618,2,C,C,0.00182,0.001815,0.485616,0.001406,0.0,6.6E-5,0.0,9.98E-4,0.0,0.140316,0.0,0.0,0.335529,0.0,0.0,0.032434,,0,
Triberga,619,1,S,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999966,3.4E-5,0.0,0.0,,,
Drakonia,620,1,E,E,5.0E-6,0.0,0.0,0.0,0.681467,0.0,0.001998,6.7E-5,0.0,0.0,0.0,0.0,0.316462,0.0,0.0,0.0,,,0
Werdandi,621,2,C,C,0.0,5.6E-4,0.774718,1.0E-6,0.0,0.0,0.0,0.011842,0.0,0.008791,1.12E-4,0.0,0.203975,0.0,0.0,0.0,,0,
Esther,622,1,S,S,0.0,0.0,3.3E-5,0.0,0.0,6.0E-6,3.6E-5,1.27E-4,0.0,0.0,1.38E-4,0.0,0.999646,1.3E-5,0.0,0.0,,,
Chimaera,623,1,Ch,Ch,0.0,0.0,3.0E-6,0.043728,0.0,0.0,0.0,0.004488,0.0,0.951683,0.0,0.0,9.7E-5,0.0,0.0,0.0,,1,
Hektor,624,3,S,S,0.0,0.0,4.6E-5,0.330947,1.0E-6,0.0,0.080607,0.122488,0.0,7.3E-5,1.0E-6,0.0,0.465807,3.0E-5,0.0,0.0,,,
Xenia,625,2,S,S,3.16E-4,0.0,0.0,0.0,5.91E-4,0.0,0.026387,0.047856,0.0,2.5E-5,0.0,0.0,0.924717,1.08E-4,0.0,0.0,,,
Notburga,626,2,C,C,0.0,0.001133,0.512249,1.0E-6,0.0,0.0,0.0,3.1E-4,0.0,0.431755,1.0E-6,0.0,0.054552,0.0,0.0,0.0,,0,
